0,0.000000e+00,1.500000e+00
1,1.885603e-02,1.499526e+00
2,3.770535e-02,1.498104e+00
3,5.654126e-02,1.495735e+00
4,7.535707e-02,1.492420e+00
5,9.414608e-02,1.488163e+00
6,1.129016e-01,1.482964e+00
7,1.316170e-01,1.476828e+00
8,1.502856e-01,1.469758e+00
9,1.689007e-01,1.461760e+00
10,1.874558e-01,1.452837e+00
11,2.059443e-01,1.442996e+00
12,2.243595e-01,1.432243e+00
13,2.426949e-01,1.420584e+00
14,2.609440e-01,1.408028e+00
15,2.791004e-01,1.394581e+00
16,2.971575e-01,1.380253e+00
17,3.151089e-01,1.365052e+00
18,3.329483e-01,1.348988e+00
19,3.506693e-01,1.332072e+00
20,3.682656e-01,1.314314e+00
21,3.857310e-01,1.295725e+00
22,4.030592e-01,1.276316e+00
23,4.202441e-01,1.256101e+00
24,4.372795e-01,1.235092e+00
25,4.541595e-01,1.213302e+00
26,4.708780e-01,1.190746e+00
27,4.874290e-01,1.167436e+00
28,5.038067e-01,1.143389e+00
29,5.200053e-01,1.118619e+00
30,5.360190e-01,1.093141e+00
31,5.518420e-01,1.066973e+00
32,5.674689e-01,1.040130e+00
33,5.828939e-01,1.012630e+00
34,5.981117e-01,9.844894e-01
35,6.131169e-01,9.557267e-01
36,6.279040e-01,9.263598e-01
37,6.424678e-01,8.964074e-01
38,6.568032e-01,8.658883e-01
39,6.709050e-01,8.348218e-01
40,6.847683e-01,8.032277e-01
41,6.983881e-01,7.711257e-01
42,7.117595e-01,7.385364e-01
43,7.248779e-01,7.054802e-01
44,7.377385e-01,6.719780e-01
45,7.503368e-01,6.380510e-01
46,7.626683e-01,6.037208e-01
47,7.747286e-01,5.690088e-01
48,7.865134e-01,5.339372e-01
49,7.980185e-01,4.985281e-01
50,8.092399e-01,4.628039e-01
51,8.201735e-01,4.267871e-01
52,8.308155e-01,3.905005e-01
53,8.411621e-01,3.539670e-01
54,8.512096e-01,3.172099e-01
55,8.609544e-01,2.802521e-01
56,8.703930e-01,2.431173e-01
57,8.795222e-01,2.058287e-01
58,8.883386e-01,1.684101e-01
59,8.968391e-01,1.308850e-01
60,9.050208e-01,9.327713e-02
61,9.128806e-01,5.561031e-02
62,9.204158e-01,1.790835e-02
63,9.276238e-01,-1.980493e-02
64,9.345019e-01,-5.750570e-02
65,9.410477e-01,-9.517011e-02
66,9.472589e-01,-1.327744e-01
67,9.531333e-01,-1.702947e-01
68,9.586687e-01,-2.077074e-01
69,9.638633e-01,-2.449887e-01
70,9.687151e-01,-2.821153e-01
71,9.732225e-01,-3.190634e-01
72,9.773838e-01,-3.558099e-01
73,9.811976e-01,-3.923315e-01
74,9.846624e-01,-4.286051e-01
75,9.877772e-01,-4.646077e-01
76,9.905407e-01,-5.003166e-01
77,9.929520e-01,-5.357093e-01
78,9.950102e-01,-5.707634e-01
79,9.967147e-01,-6.054566e-01
80,9.980647e-01,-6.397671e-01
81,9.990598e-01,-6.736732e-01
82,9.996996e-01,-7.071535e-01
83,9.999840e-01,-7.401867e-01
84,9.999128e-01,-7.727520e-01
85,9.994861e-01,-8.048289e-01
86,9.987040e-01,-8.363970e-01
87,9.975667e-01,-8.674364e-01
88,9.960747e-01,-8.979275e-01
89,9.942286e-01,-9.278509e-01
90,9.920289e-01,-9.571878e-01
91,9.894765e-01,-9.859197e-01
92,9.865722e-01,-1.014028e+00
93,9.833171e-01,-1.041496e+00
94,9.797124e-01,-1.068305e+00
95,9.757593e-01,-1.094439e+00
96,9.714592e-01,-1.119881e+00
97,9.668137e-01,-1.144616e+00
98,9.618245e-01,-1.168626e+00
99,9.564932e-01,-1.191898e+00
100,9.508218e-01,-1.214417e+00
101,9.448123e-01,-1.236168e+00
102,9.384669e-01,-1.257137e+00
103,9.317877e-01,-1.277312e+00
104,9.247773e-01,-1.296679e+00
105,9.174380e-01,-1.315227e+00
106,9.097724e-01,-1.332943e+00
107,9.017834e-01,-1.349817e+00
108,8.934737e-01,-1.365837e+00
109,8.848463e-01,-1.380994e+00
110,8.759043e-01,-1.395278e+00
111,8.666508e-01,-1.408680e+00
112,8.570892e-01,-1.421192e+00
113,8.472228e-01,-1.432805e+00
114,8.370551e-01,-1.443513e+00
115,8.265898e-01,-1.453308e+00
116,8.158306e-01,-1.462184e+00
117,8.047813e-01,-1.470136e+00
118,7.934458e-01,-1.477159e+00
119,7.818282e-01,-1.483248e+00
120,7.699326e-01,-1.488399e+00
121,7.577632e-01,-1.492610e+00
122,7.453244e-01,-1.495877e+00
123,7.326205e-01,-1.498198e+00
124,7.196561e-01,-1.499572e+00
125,7.064359e-01,-1.499999e+00
126,6.929644e-01,-1.499477e+00
127,6.792465e-01,-1.498007e+00
128,6.652871e-01,-1.495591e+00
129,6.510912e-01,-1.492229e+00
130,6.366637e-01,-1.487924e+00
131,6.220099e-01,-1.482678e+00
132,6.071348e-01,-1.476495e+00
133,5.920439e-01,-1.469378e+00
134,5.767425e-01,-1.461333e+00
135,5.612360e-01,-1.452364e+00
136,5.455299e-01,-1.442477e+00
137,5.296298e-01,-1.431678e+00
138,5.135414e-01,-1.419974e+00
139,4.972704e-01,-1.407372e+00
140,4.808226e-01,-1.393881e+00
141,4.642038e-01,-1.379509e+00
142,4.474200e-01,-1.364265e+00
143,4.304770e-01,-1.348158e+00
144,4.133810e-01,-1.331199e+00
145,3.961380e-01,-1.313399e+00
146,3.787542e-01,-1.294768e+00
